country,iso2,iso3,year,case.type,sex,age.group,screen.group,cases
Viet Nam,VN,VNM,2007,b,a,15plus,cxr_abn_only,160
Viet Nam,VN,VNM,2007,b,a,15plus,symptomatic,71
Viet Nam,VN,VNM,2007,b,a,25_34,all,27
Viet Nam,VN,VNM,2007,b,a,35_44,all,63
Viet Nam,VN,VNM,2007,s,a,55_64,all,24
Viet Nam,VN,VNM,2007,s,a,65plus,all,39
Viet Nam,VN,VNM,2007,s,f,15plus,all,32
Viet Nam,VN,VNM,2007,s,m,15plus,all,142
Viet Nam,VN,VNM,2007,s,a,15plus,all,174
Viet Nam,VN,VNM,2007,s,a,15plus,cxr_abn_only,98
Viet Nam,VN,VNM,2007,s,a,15plus,symptomatic,46
Viet Nam,VN,VNM,2007,s,a,25_34,all,16
Viet Nam,VN,VNM,2007,s,a,35_44,all,47
Viet Nam,VN,VNM,2007,s,a,45_54,all,41
Viet Nam,VN,VNM,2007,b,a,45_54,all,59
Viet Nam,VN,VNM,2007,b,a,55_64,all,38
Viet Nam,VN,VNM,2007,b,a,65plus,all,72
Viet Nam,VN,VNM,2007,b,f,15plus,all,57
Viet Nam,VN,VNM,2007,b,m,15plus,all,212
Viet Nam,VN,VNM,2007,s,a,15_24,all,7
Viet Nam,VN,VNM,2018,b,a,15_24,all,4
Viet Nam,VN,VNM,2018,b,a,15plus,all,221
Viet Nam,VN,VNM,2018,b,a,15plus,cxr_abn_only,134
Viet Nam,VN,VNM,2018,b,a,15plus,others,0
Viet Nam,VN,VNM,2018,b,a,15plus,symptomatic,87
Viet Nam,VN,VNM,2018,b,a,25_34,all,17
Viet Nam,VN,VNM,2018,b,a,35_44,all,31
Viet Nam,VN,VNM,2018,b,a,45_54,all,50
Viet Nam,VN,VNM,2018,b,a,55_64,all,62
Viet Nam,VN,VNM,2018,b,a,65plus,all,57
Viet Nam,VN,VNM,2018,b,f,15plus,all,46
Viet Nam,VN,VNM,2018,b,m,15plus,all,175
South Africa,ZA,ZAF,2018,b,a,15_24,all,23
South Africa,ZA,ZAF,2018,b,a,15plus,all,234
South Africa,ZA,ZAF,2018,b,a,15plus,cxr_abn_only,135
South Africa,ZA,ZAF,2018,b,a,15plus,others,1
South Africa,ZA,ZAF,2018,b,a,15plus,symptomatic,98
South Africa,ZA,ZAF,2018,b,a,25_34,all,54
South Africa,ZA,ZAF,2018,b,a,35_44,all,48
South Africa,ZA,ZAF,2018,b,a,45_54,all,38
South Africa,ZA,ZAF,2018,b,a,55_64,all,30
South Africa,ZA,ZAF,2018,b,a,65plus,all,41
South Africa,ZA,ZAF,2018,b,f,15plus,all,110
South Africa,ZA,ZAF,2018,b,m,15plus,all,124
Zambia,ZM,ZMB,2014,b,a,15_24,all,32
Zambia,ZM,ZMB,2014,b,a,15plus,all,265
Zambia,ZM,ZMB,2014,b,a,15plus,cxr_abn_only,104
Zambia,ZM,ZMB,2014,b,a,15plus,symptomatic,161
Zambia,ZM,ZMB,2014,b,a,25_34,all,66
Zambia,ZM,ZMB,2014,b,a,35_44,all,68
Zambia,ZM,ZMB,2014,s,a,55_64,all,11
Zambia,ZM,ZMB,2014,s,a,65plus,all,10
Zambia,ZM,ZMB,2014,s,f,15plus,all,51
Zambia,ZM,ZMB,2014,s,m,15plus,all,84
Zambia,ZM,ZMB,2014,s,a,15plus,all,135
Zambia,ZM,ZMB,2014,s,a,15plus,cxr_abn_only,45
Zambia,ZM,ZMB,2014,s,a,15plus,symptomatic,90
Zambia,ZM,ZMB,2014,s,a,25_34,all,43
Zambia,ZM,ZMB,2014,s,a,35_44,all,35
Zambia,ZM,ZMB,2014,s,a,45_54,all,17
Zambia,ZM,ZMB,2014,b,a,45_54,all,45
Zambia,ZM,ZMB,2014,b,a,55_64,all,23
Zambia,ZM,ZMB,2014,b,a,65plus,all,31
Zambia,ZM,ZMB,2014,b,f,15plus,all,113
Zambia,ZM,ZMB,2014,b,m,15plus,all,152
Zambia,ZM,ZMB,2014,s,a,15_24,all,19
Zimbabwe,ZW,ZWE,2014,b,a,15_24,all,11
Zimbabwe,ZW,ZWE,2014,b,a,15plus,all,107
Zimbabwe,ZW,ZWE,2014,b,a,25_34,all,28
Zimbabwe,ZW,ZWE,2014,b,a,35_44,all,30
Zimbabwe,ZW,ZWE,2014,b,a,45_54,all,10
Zimbabwe,ZW,ZWE,2014,b,a,55_64,all,13
Zimbabwe,ZW,ZWE,2014,s,f,15plus,all,10
Zimbabwe,ZW,ZWE,2014,s,m,15plus,all,13
Zimbabwe,ZW,ZWE,2014,b,a,15plus,cxr_abn_only,64
Zimbabwe,ZW,ZWE,2014,b,a,15plus,symptomatic,43
Zimbabwe,ZW,ZWE,2014,s,a,15plus,symptomatic,14
Zimbabwe,ZW,ZWE,2014,s,a,25_34,all,8
Zimbabwe,ZW,ZWE,2014,s,a,35_44,all,5
Zimbabwe,ZW,ZWE,2014,s,a,45_54,all,3
Zimbabwe,ZW,ZWE,2014,s,a,55_64,all,1
Zimbabwe,ZW,ZWE,2014,s,a,65plus,all,1
Zimbabwe,ZW,ZWE,2014,b,a,65plus,all,15
Zimbabwe,ZW,ZWE,2014,b,f,15plus,all,49
Zimbabwe,ZW,ZWE,2014,b,m,15plus,all,58
Zimbabwe,ZW,ZWE,2014,s,a,15_24,all,5
Zimbabwe,ZW,ZWE,2014,s,a,15plus,all,23
Zimbabwe,ZW,ZWE,2014,s,a,15plus,cxr_abn_only,9
