iso3,year,pop,c.newinc
ABW,1980,62267,
ABW,1981,62614,
ABW,1982,63116,
ABW,1983,63683,
ABW,1984,64174,
ABW,1985,64478,
ABW,1986,64553,
ABW,1987,64450,
ABW,1988,64332,
ABW,1989,64596,
ABW,1990,65712,
ABW,1991,67864,
ABW,1992,70192,
ABW,1993,72360,
ABW,1994,74710,
ABW,1995,77050,
ABW,1996,79417,
ABW,1997,81858,
ABW,1998,84355,
ABW,1999,86867,
ABW,2000,89101,
ABW,2001,90691,
ABW,2002,91781,
ABW,2003,92701,
ABW,2004,93540,
ABW,2005,94483,
ABW,2006,95606,
ABW,2007,96787,
ABW,2008,97996,
ABW,2009,99212,
ABW,2010,100341,6
ABW,2011,101288,8
ABW,2012,102112,28
ABW,2013,102880,11
ABW,2014,103594,2
ABW,2015,104257,
ABW,2016,104874,14
ABW,2017,105439,8
ABW,2018,105962,5
ABW,2019,106442,2
ABW,2020,106585,1
ABW,2021,,6
AFG,1980,12486631,71685
AFG,1981,11155195,71554
AFG,1982,10088289,41752
AFG,1983,9951449,52502
AFG,1984,10243686,18784
AFG,1985,10512221,10742
AFG,1986,10448442,14351
AFG,1987,10322758,18091
AFG,1988,10383460,16051
AFG,1989,10673168,14386
AFG,1990,10694796,4332
AFG,1991,10745167,23067
AFG,1992,12057433,
AFG,1993,14003760,
AFG,1994,15455555,
AFG,1995,16418912,
AFG,1996,17106595,
AFG,1997,17788819,1290
AFG,1998,18493132,3084
AFG,1999,19262847,3314
AFG,2000,19542982,7107
AFG,2001,19688632,10139
AFG,2002,21000256,13794
AFG,2003,22645130,13808
AFG,2004,23553551,18404
AFG,2005,24411191,21844
AFG,2006,25442944,25475
AFG,2007,25903301,28769
AFG,2008,26427199,28301
AFG,2009,27385307,26150
AFG,2010,28189672,28029
AFG,2011,29249157,27983
AFG,2012,30466479,28679
AFG,2013,31541209,30507
AFG,2014,32716210,31746
AFG,2015,33753499,35878
AFG,2016,34636207,41954
AFG,2017,35643418,46640
AFG,2018,36686784,48420
AFG,2019,37769499,52438
AFG,2020,38972230,45818
AFG,2021,,50324
AGO,1980,8330047,10117
AGO,1981,8631457,7501
AGO,1982,8947152,7911
AGO,1983,9276707,6625
AGO,1984,9617702,10153
AGO,1985,9970621,8653
AGO,1986,10332574,9363
AGO,1987,10694057,8510
AGO,1988,11060261,8184
AGO,1989,11439498,9587
AGO,1990,11828638,10271
AGO,1991,12228691,11134
AGO,1992,12632507,11272
AGO,1993,13038270,8269
AGO,1994,13462031,7157
AGO,1995,13912253,5143
AGO,1996,14383350,15424
AGO,1997,14871146,15066
AGO,1998,15366864,14296
AGO,1999,15870753,14235
AGO,2000,16394062,16062
AGO,2001,16941587,21713
AGO,2002,17516139,29996
AGO,2003,18124342,36079
AGO,2004,18771125,35437
AGO,2005,19450959,37175
AGO,2006,20162340,50419
AGO,2007,20909684,41292
AGO,2008,21691522,44576
AGO,2009,22507674,41221
AGO,2010,23364185,44655
AGO,2011,24259111,47240
AGO,2012,25188292,51819
AGO,2013,26147002,58607
AGO,2014,27128337,53552
AGO,2015,28127721,59705
AGO,2016,29154746,59513
AGO,2017,30208628,54401
AGO,2018,31273533,66189
AGO,2019,32353588,74105
AGO,2020,33428486,63147
AGO,2021,,61691
AIA,1980,6560,0
AIA,1981,6571,0
AIA,1982,6585,4
AIA,1983,6601,0
AIA,1984,6691,0
AIA,1985,6907,1
AIA,1986,7167,0
AIA,1987,7436,0
AIA,1988,7718,0
AIA,1989,8017,0
AIA,1990,8316,0
AIA,1991,8617,0
AIA,1992,8887,0
AIA,1993,9121,
AIA,1994,9356,
AIA,1995,9601,2
AIA,1996,9863,
AIA,1997,10132,0
AIA,1998,10416,
AIA,1999,10722,
AIA,2000,11047,
AIA,2001,11344,0
AIA,2002,11560,0
AIA,2003,11744,0
AIA,2004,11934,0
AIA,2005,12128,
AIA,2006,12325,0
AIA,2007,12524,0
AIA,2008,12730,
AIA,2009,12946,
AIA,2010,13172,1
AIA,2011,13341,0
AIA,2012,13455,0
AIA,2013,13700,0
AIA,2014,14120,1
AIA,2015,14525,0
AIA,2016,14813,0
AIA,2017,15015,
AIA,2018,15181,0
AIA,2019,15380,
AIA,2020,15585,
AIA,2021,,0
ALB,1980,2941651,1050
ALB,1981,2992389,954
ALB,1982,3041179,978
ALB,1983,3087911,891
ALB,1984,3131726,975
ALB,1985,3171725,916
ALB,1986,3207128,989
ALB,1987,3237676,915
ALB,1988,3263019,759
ALB,1989,3282182,695
ALB,1990,3295066,653
ALB,1991,3302081,628
ALB,1992,3303739,
ALB,1993,3300711,
ALB,1994,3293999,707
ALB,1995,3284364,641
ALB,1996,3271331,738
ALB,1997,3253719,655
ALB,1998,3232175,694
ALB,1999,3208260,733
ALB,2000,3182021,604
ALB,2001,3153612,555
ALB,2002,3123551,594
ALB,2003,3092991,555
ALB,2004,3062622,547
ALB,2005,3032634,506
ALB,2006,3003387,469
ALB,2007,2976084,438
ALB,2008,2951689,427
ALB,2009,2930541,445
ALB,2010,2913399,431
ALB,2011,2900654,422
ALB,2012,2892193,408
ALB,2013,2887014,474
ALB,2014,2884102,408
ALB,2015,2882481,415
ALB,2016,2881063,415
ALB,2017,2879355,503
ALB,2018,2877013,440
ALB,2019,2873883,412
ALB,2020,2866849,240
ALB,2021,,269
AND,1980,35611,
AND,1981,36987,
AND,1982,38598,
AND,1983,40432,
AND,1984,42181,
AND,1985,43809,
AND,1986,45605,
AND,1987,47635,
AND,1988,49654,
AND,1989,51639,12
AND,1990,53569,23
AND,1991,55434,24
AND,1992,57283,21
AND,1993,59156,15
AND,1994,61037,24
AND,1995,62928,
AND,1996,64147,17
AND,1997,64682,19
AND,1998,65186,8
AND,1999,65655,10
AND,2000,66097,12
AND,2001,67820,10
AND,2002,70849,5
AND,2003,73907,11
AND,2004,76933,7
AND,2005,79826,10
AND,2006,80221,12
AND,2007,78168,5
AND,2008,76055,4
AND,2009,73852,8
AND,2010,71519,7
AND,2011,70567,3
AND,2012,71013,9
AND,2013,71367,5
AND,2014,71621,6
AND,2015,71746,4
AND,2016,72540,4
AND,2017,73837,1
AND,2018,75013,2
AND,2019,76343,5
AND,2020,77700,2
AND,2021,,2
ANT,1980,180637,
ANT,1981,181852,
ANT,1982,183257,
ANT,1983,184765,
ANT,1984,186250,
ANT,1985,187766,
ANT,1986,189317,
ANT,1987,190915,
ANT,1988,192547,
ANT,1989,194206,
ANT,1990,195895,
ANT,1991,197567,
ANT,1992,198563,
ANT,1993,198160,
ANT,1994,196894,
ANT,1995,195394,
ANT,1996,193696,5
ANT,1997,191835,14
ANT,1998,189853,7
ANT,1999,187769,4
ANT,2000,185873,5
ANT,2001,185273,9
ANT,2002,186710,15
ANT,2003,189376,9
ANT,2004,192317,11
ANT,2005,195481,
ANT,2006,198882,5
ANT,2007,202352,
ANT,2008,205843,
ANT,2009,209285,
ARE,1980,1014048,522
ARE,1981,1100180,638
ARE,1982,1167856,597
ARE,1983,1237572,507
ARE,1984,1308331,534
ARE,1985,1379536,568
ARE,1986,1468697,464
ARE,1987,1575909,818
ARE,1988,1683681,339
ARE,1989,1791840,308
ARE,1990,1900151,285
ARE,1991,2008383,234
ARE,1992,2116231,227
ARE,1993,2223284,
ARE,1994,2329024,426
ARE,1995,2433988,
ARE,1996,2572735,507
ARE,1997,2746119,
ARE,1998,2921130,773
ARE,1999,3097563,66
ARE,2000,3275333,115
ARE,2001,3454198,74
ARE,2002,3633655,90
ARE,2003,3813443,117
ARE,2004,3993339,92
ARE,2005,4280993,103
ARE,2006,4898954,90
ARE,2007,5872624,97
ARE,2008,6988685,93
ARE,2009,7992644,116
ARE,2010,8481771,131
ARE,2011,8575205,103
ARE,2012,8664969,79
ARE,2013,8751847,81
ARE,2014,8835951,60
ARE,2015,8916899,61
ARE,2016,8994263,64
ARE,2017,9068296,66
ARE,2018,9140169,82
ARE,2019,9211657,80
ARE,2020,9287289,62
ARE,2021,,67
ARG,1980,28024803,16406
ARG,1981,28471285,16693
ARG,1982,28922762,17292
ARG,1983,29377137,17305
ARG,1984,29832197,16359
ARG,1985,30287112,15987
ARG,1986,30748326,14681
ARG,1987,31216453,13368
ARG,1988,31690792,13267
ARG,1989,32165766,12636
ARG,1990,32637657,12309
ARG,1991,33105763,12185
ARG,1992,33568285,12606
ARG,1993,34027240,13887
ARG,1994,34488696,13683
ARG,1995,34946110,13450
ARG,1996,35389362,13397
ARG,1997,35815971,12621
ARG,1998,36233195,12276
ARG,1999,36653031,11871
ARG,2000,37070774,11767
ARG,2001,37480493,11456
ARG,2002,37885028,11548
ARG,2003,38278164,10844
ARG,2004,38668796,11413
ARG,2005,39070501,10576
ARG,2006,39476851,9675
ARG,2007,39876111,10227
ARG,2008,40273769,9196
ARG,2009,40684338,7701
ARG,2010,41100123,7336
ARG,2011,41520740,9733
ARG,2012,41952365,8758
ARG,2013,42388269,8933
ARG,2014,42824054,9195
ARG,2015,43257065,9601
ARG,2016,43668241,10347
ARG,2017,44054616,10170
ARG,2018,44413596,10320
ARG,2019,44745520,11446
ARG,2020,45036032,9322
ARG,2021,,11927
ARM,1980,3135123,756
ARM,1981,3167876,924
ARM,1982,3202011,759
ARM,1983,3238291,702
ARM,1984,3272102,774
ARM,1985,3300896,768
ARM,1986,3327182,832
ARM,1987,3351364,766
ARM,1988,3366838,651
ARM,1989,3448186,649
ARM,1990,3556539,590
ARM,1991,3617631,741
ARM,1992,3574555,235
ARM,1993,3457349,590
ARM,1994,3373713,753
ARM,1995,3322782,1000
ARM,1996,3298898,928
ARM,1997,3271418,1051
ARM,1998,3240550,1381
ARM,1999,3206030,1488
ARM,2000,3168523,1333
ARM,2001,3133133,1389
ARM,2002,3105037,1433
ARM,2003,3084102,1538
ARM,2004,3065745,1660
ARM,2005,3047246,2206
ARM,2006,3026486,1767
ARM,2007,3004393,1682
ARM,2008,2983421,1655
ARM,2009,2964296,1560
ARM,2010,2946293,1410
ARM,2011,2928976,1261
ARM,2012,2914421,1213
ARM,2013,2901385,1397
ARM,2014,2889930,1329
ARM,2015,2878595,1171
ARM,2016,2865835,1027
ARM,2017,2851923,841
ARM,2018,2836557,734
ARM,2019,2820602,621
ARM,2020,2805608,394
ARM,2021,,398
ASM,1980,32886,2
ASM,1981,34059,6
ASM,1982,35367,6
ASM,1983,36735,8
ASM,1984,38168,12
ASM,1985,39663,5
ASM,1986,41221,8
ASM,1987,42842,9
ASM,1988,44532,13
ASM,1989,46288,5
ASM,1990,47818,9
ASM,1991,48992,3
ASM,1992,50078,1
ASM,1993,51174,4
ASM,1994,52288,4
ASM,1995,53401,
ASM,1996,54500,0
ASM,1997,55578,6
ASM,1998,56603,3
ASM,1999,57594,4
ASM,2000,58230,3
ASM,2001,58324,3
ASM,2002,58177,2
ASM,2003,57941,3
ASM,2004,57626,5
ASM,2005,57254,6
ASM,2006,56837,4
ASM,2007,56383,3
ASM,2008,55891,3
ASM,2009,55366,4
ASM,2010,54849,4
ASM,2011,54310,3
ASM,2012,53691,
ASM,2013,52995,
ASM,2014,52217,
ASM,2015,51368,4
ASM,2016,50448,
ASM,2017,49463,5
ASM,2018,48424,0
ASM,2019,47321,1
ASM,2020,46189,3
ASM,2021,,
ATG,1980,64889,8
ATG,1981,65076,3
ATG,1982,65231,0
ATG,1983,65408,1
ATG,1984,65362,3
ATG,1985,65048,2
ATG,1986,64712,7
ATG,1987,64353,0
ATG,1988,63982,3
ATG,1989,63636,3
ATG,1990,63328,1
ATG,1991,63634,0
ATG,1992,64659,6
ATG,1993,65834,
ATG,1994,67072,
ATG,1995,68398,0
ATG,1996,69798,3
ATG,1997,71218,4
ATG,1998,72572,4
ATG,1999,73821,3
ATG,2000,75055,4
ATG,2001,76215,1
ATG,2002,77195,4
ATG,2003,78075,1
ATG,2004,78941,
ATG,2005,79869,6
ATG,2006,80895,4
ATG,2007,82016,2
ATG,2008,83251,1
ATG,2009,84534,3
ATG,2010,85695,7
ATG,2011,86729,6
ATG,2012,87674,3
ATG,2013,88497,10
ATG,2014,89236,3
ATG,2015,89941,
ATG,2016,90564,3
ATG,2017,91119,1
ATG,2018,91626,5
ATG,2019,92117,0
ATG,2020,92664,2
ATG,2021,,4
AUS,1980,14706322,1457
AUS,1981,14930052,1386
AUS,1982,15168445,1270
AUS,1983,15383076,1219
AUS,1984,15579476,1299
AUS,1985,15785682,1088
AUS,1986,16012299,906
AUS,1987,16259249,907
AUS,1988,16525903,954
AUS,1989,16796588,952
AUS,1990,17048003,1016
AUS,1991,17271086,950
AUS,1992,17462504,1011
AUS,1993,17631511,991
AUS,1994,17805504,1057
AUS,1995,18002999,1073
AUS,1996,18211845,
AUS,1997,18410250,1145
AUS,1998,18601667,899
AUS,1999,18800892,1073
AUS,2000,19017963,1043
AUS,2001,19248143,980
AUS,2002,19475844,1013
AUS,2003,19698999,949
AUS,2004,19925056,1071
AUS,2005,20171731,1046
AUS,2006,20467030,1163
AUS,2007,20830828,1120
AUS,2008,21247873,1215
AUS,2009,21660892,1294
AUS,2010,22019168,1257
AUS,2011,22357034,1239
AUS,2012,22729269,1305
AUS,2013,23111782,1250
AUS,2014,23469579,1330
AUS,2015,23820236,1254
AUS,2016,24195701,1376
AUS,2017,24590334,1434
AUS,2018,24979230,1438
AUS,2019,25357170,1502
AUS,2020,25670051,1611
AUS,2021,,1468
AUT,1980,7547561,2191
AUT,1981,7566316,2061
AUT,1982,7571289,1942
AUT,1983,7559110,1825
AUT,1984,7558563,1765
AUT,1985,7562114,1442
AUT,1986,7567248,1377
AUT,1987,7572380,1390
AUT,1988,7583761,1402
AUT,1989,7619391,1334
AUT,1990,7678729,1521
AUT,1991,7755638,1426
AUT,1992,7840816,1354
AUT,1993,7905278,1267
AUT,1994,7935365,1264
AUT,1995,7947296,1481
AUT,1996,7958041,1290
AUT,1997,7967093,1394
AUT,1998,7975862,1302
AUT,1999,7991377,1085
AUT,2000,8010428,1185
AUT,2001,8039626,1013
AUT,2002,8078992,1044
AUT,2003,8120104,946
AUT,2004,8171217,895
AUT,2005,8227034,928
AUT,2006,8267763,855
AUT,2007,8294722,811
AUT,2008,8321131,
AUT,2009,8342935,663
AUT,2010,8362829,662
AUT,2011,8391200,673
AUT,2012,8429637,620
AUT,2013,8479539,624
AUT,2014,8546066,564
AUT,2015,8642421,564
AUT,2016,8736487,619
AUT,2017,8797496,562
AUT,2018,8840513,470
AUT,2019,8879940,464
AUT,2020,8907777,382
AUT,2021,,387
AZE,1980,6383060,3080
AZE,1981,6472524,3180
AZE,1982,6567522,3217
AZE,1983,6669007,3176
AZE,1984,6777225,3506
AZE,1985,6891140,3772
AZE,1986,7009127,3804
AZE,1987,7132685,3677
AZE,1988,7261151,3340
AZE,1989,7348874,2989
AZE,1990,7427836,2620
AZE,1991,7538267,2771
AZE,1992,7643338,2821
AZE,1993,7740107,3036
AZE,1994,7821880,2839
AZE,1995,7889330,1630
AZE,1996,7949101,2480
AZE,1997,8000061,4635
AZE,1998,8041096,4672
AZE,1999,8101449,4654
AZE,2000,8190337,5187
AZE,2001,8282023,4898
AZE,2002,8372127,5142
AZE,2003,8462322,3845
AZE,2004,8556164,5404
AZE,2005,8656237,6034
AZE,2006,8763353,5705
AZE,2007,8878411,5521
AZE,2008,8999696,7632
AZE,2009,9119628,9462
AZE,2010,9237202,7550
AZE,2011,9359014,9146
AZE,2012,9485576,6363
AZE,2013,9614478,5860
AZE,2014,9741880,5788
AZE,2015,9863480,5456
AZE,2016,9976248,5159
AZE,2017,10071567,5231
AZE,2018,10152522,5038
AZE,2019,10232753,4823
AZE,2020,10284951,3683
AZE,2021,,3663
BDI,1980,4312834,789
BDI,1981,4490743,643
BDI,1982,4602271,951
BDI,1983,4726506,1053
BDI,1984,4842268,1904
BDI,1985,4948024,2317
BDI,1986,5041706,2569
BDI,1987,5157769,2739
BDI,1988,5271840,3745
BDI,1989,5373697,4608
BDI,1990,5483793,4575
BDI,1991,5594828,4883
BDI,1992,5743085,4464
BDI,1993,5555220,4677
BDI,1994,5586408,3840
BDI,1995,5932783,3326
BDI,1996,5930507,3796
BDI,1997,5923862,5335
BDI,1998,6035340,6480
BDI,1999,6180180,6365
BDI,2000,6307659,6421
BDI,2001,6465729,6478
BDI,2002,6648938,6371
BDI,2003,6860846,6822
BDI,2004,7120496,6871
BDI,2005,7388874,6585
BDI,2006,7658190,6114
BDI,2007,7944609,6284
BDI,2008,8278109,6808
BDI,2009,8709366,7277
BDI,2010,9126605,7611
BDI,2011,9455733,6742
BDI,2012,9795479,6921
BDI,2013,10149577,7467
BDI,2014,10494913,7226
BDI,2015,10727148,6892
BDI,2016,10903327,7567
BDI,2017,11155593,7760
BDI,2018,11493472,7202
BDI,2019,11874838,6753
BDI,2020,12220227,7105
BDI,2021,,6788
BEL,1980,9828986,2687
BEL,1981,9843592,2837
BEL,1982,9857343,2652
BEL,1983,9866532,2190
BEL,1984,9873600,2149
BEL,1985,9880534,1956
BEL,1986,9887815,1893
BEL,1987,9900221,1772
BEL,1988,9917995,1588
BEL,1989,9937170,1648
BEL,1990,9959560,1577
BEL,1991,9987070,1462
BEL,1992,10016455,1335
BEL,1993,10043738,1503
BEL,1994,10069182,1521
BEL,1995,10095198,1380
BEL,1996,10123229,1348
BEL,1997,10154872,1263
BEL,1998,10188538,1203
BEL,1999,10224220,1124
BEL,2000,10264343,1278
BEL,2001,10309255,1321
BEL,2002,10355568,1211
BEL,2003,10402550,1064
BEL,2004,10456163,1128
BEL,2005,10516978,1076
BEL,2006,10582975,1043
BEL,2007,10653697,955
BEL,2008,10726716,939
BEL,2009,10801356,918
BEL,2010,10877947,1001
BEL,2011,10955743,963
BEL,2012,11031139,909
BEL,2013,11103257,906
BEL,2014,11176723,886
BEL,2015,11248303,928
BEL,2016,11316836,986
BEL,2017,11384489,916
BEL,2018,11448595,913
BEL,2019,11510568,895
BEL,2020,11561717,778
BEL,2021,,817
BEN,1980,3833939,1835
BEN,1981,3941569,1862
BEN,1982,4054385,1793
BEN,1983,4171526,1804
BEN,1984,4293070,1933
BEN,1985,4419552,2041
BEN,1986,4551382,2162
BEN,1987,4688787,1901
BEN,1988,4831624,2027
BEN,1989,4979680,1941
BEN,1990,5133419,2074
BEN,1991,5293046,2162
BEN,1992,5457778,2420
BEN,1993,5706181,2335
BEN,1994,5923394,2117
BEN,1995,6046511,2400
BEN,1996,6203860,2372
BEN,1997,6387026,2308
BEN,1998,6584183,2384
BEN,1999,6788589,2636
BEN,2000,6998023,2697
BEN,2001,7212041,2659
BEN,2002,7431783,2841
BEN,2003,7659208,2940
BEN,2004,7894554,3116
BEN,2005,8149419,3270
BEN,2006,8402631,3608
BEN,2007,8647761,3565
BEN,2008,8906469,3872
BEN,2009,9172514,3878
BEN,2010,9445710,3756
BEN,2011,9726380,4212
BEN,2012,10014078,3966
BEN,2013,10308730,3866
BEN,2014,10614844,3886
BEN,2015,10932783,3985
BEN,2016,11260085,3891
BEN,2017,11596779,3563
BEN,2018,11940683,4003
BEN,2019,12290444,4266
BEN,2020,12643123,3908
BEN,2021,,3711
BFA,1980,6932967,2577
BFA,1981,7123730,2391
BFA,1982,7321817,2265
BFA,1983,7531184,3061
BFA,1984,7751476,877
BFA,1985,7979185,4547
BFA,1986,8207827,1018
BFA,1987,8434996,1407
BFA,1988,8663720,949
BFA,1989,8895234,1616
BFA,1990,9131361,1497
BFA,1991,9365064,1488
BFA,1992,9598555,
BFA,1993,9840075,1443
BFA,1994,10091256,861
BFA,1995,10353263,2572
BFA,1996,10621210,2078
BFA,1997,10897353,1879
BFA,1998,11201063,2027
BFA,1999,11533554,2149
BFA,2000,11882888,2331
BFA,2001,12249764,2406
BFA,2002,12632269,2376
BFA,2003,13030591,2620
BFA,2004,13445977,2876
BFA,2005,13876127,3478
BFA,2006,14316242,3909
BFA,2007,14757074,3935
BFA,2008,15197915,4238
BFA,2009,15650022,4716
BFA,2010,16116845,4800
BFA,2011,16602651,5286
BFA,2012,17113732,5210
BFA,2013,17636408,5326
BFA,2014,18169842,5546
BFA,2015,18718019,5594
BFA,2016,19275498,5677
BFA,2017,19835858,5610
BFA,2018,20392723,5995
BFA,2019,20951639,4918
BFA,2020,21522626,5691
BFA,2021,,6882
BGD,1980,83929765,39774
BGD,1981,86154836,42644
BGD,1982,88555336,49870
BGD,1983,91045478,52961
BGD,1984,93534239,45679
BGD,1985,95959099,41802
BGD,1986,98271746,45599
BGD,1987,100490256,45355
BGD,1988,102688833,44280
BGD,1989,104893674,45191
BGD,1990,107147651,48673
BGD,1991,109242834,56052
BGD,1992,111272102,31400
BGD,1993,113418757,54001
BGD,1994,115614891,48276
BGD,1995,117793338,56437
BGD,1996,119876868,63471
BGD,1997,122039226,63420
BGD,1998,124350471,72256
BGD,1999,126754824,79339
BGD,2000,129193327,75557
BGD,2001,131670484,76302
BGD,2002,134139826,83485
BGD,2003,136503206,88156
BGD,2004,138789725,98336
BGD,2005,140912590,123118
BGD,2006,142628831,145186
BGD,2007,144135934,147342
BGD,2008,145421318,151062
BGD,2009,146706810,160875
BGD,2010,148391139,153892
BGD,2011,150211005,154358
BGD,2012,152090649,168683
BGD,2013,154030139,184506
BGD,2014,155961299,191166
BGD,2015,157830000,206915
BGD,2016,159784568,222248
BGD,2017,161793964,242639
BGD,2018,163683958,267143
BGD,2019,165516222,291595
BGD,2020,167420951,230081
BGD,2021,,306701
BGR,1980,8980606,3280
BGR,1981,8978412,3007
BGR,1982,8970485,2999
BGR,1983,8956433,2892
BGR,1984,8939490,2856
BGR,1985,8917076,2555
BGR,1986,8892100,2530
BGR,1987,8865755,2352
BGR,1988,8835815,2387
BGR,1989,8804430,2301
BGR,1990,8767778,2256
BGR,1991,8721660,2606
BGR,1992,8668540,3096
BGR,1993,8611535,3213
BGR,1994,8548466,5296
BGR,1995,8477579,3245
BGR,1996,8401376,3109
BGR,1997,8318966,3437
BGR,1998,8234927,4117
BGR,1999,8162301,3530
BGR,2000,8097691,3349
BGR,2001,8034860,3862
BGR,2002,7974810,3335
BGR,2003,7917739,3263
BGR,2004,7865316,3025
BGR,2005,7815221,3225
BGR,2006,7766036,3136
BGR,2007,7719035,2848
BGR,2008,7674913,2944
BGR,2009,7634735,2655
BGR,2010,7592273,2412
BGR,2011,7543130,2171
BGR,2012,7488344,2081
BGR,2013,7431167,1930
BGR,2014,7372141,1825
BGR,2015,7309253,1619
BGR,2016,7245975,1525
BGR,2017,7182428,1408
BGR,2018,7117431,1290
BGR,2019,7052532,1288
BGR,2020,6979175,887
BGR,2021,,
BHR,1980,362595,219
BHR,1981,377430,262
BHR,1982,391017,156
BHR,1983,404772,232
BHR,1984,419217,208
BHR,1985,434375,194
BHR,1986,450196,156
BHR,1987,466565,120
BHR,1988,483337,142
BHR,1989,500349,122
BHR,1990,517418,117
BHR,1991,535415,142
BHR,1992,554470,140
BHR,1993,573755,114
BHR,1994,593254,
BHR,1995,612934,43
BHR,1996,632756,49
BHR,1997,652643,45
BHR,1998,672484,83
BHR,1999,692133,145
BHR,2000,711442,207
BHR,2001,730257,188
BHR,2002,748324,191
BHR,2003,778256,261
BHR,2004,833451,244
BHR,2005,901921,280
BHR,2006,970981,278
BHR,2007,1040532,296
BHR,2008,1110343,304
BHR,2009,1179453,326
BHR,2010,1213645,246
BHR,2011,1212077,225
BHR,2012,1224939,225
BHR,2013,1261673,209
BHR,2014,1311134,
BHR,2015,1362142,
BHR,2016,1409661,154
BHR,2017,1456834,150
BHR,2018,1487340,154
BHR,2019,1494188,178
BHR,2020,1477469,193
BHR,2021,,196
BHS,1980,223752,70
BHS,1981,227956,67
BHS,1982,232177,54
BHS,1983,236586,58
BHS,1984,241166,53
BHS,1985,245935,63
BHS,1986,250804,52
BHS,1987,255618,43
BHS,1988,260452,51
BHS,1989,265493,52
BHS,1990,270679,46
BHS,1991,276058,53
BHS,1992,281973,63
BHS,1993,288164,60
BHS,1994,293997,78
BHS,1995,299554,57
BHS,1996,304933,59
BHS,1997,310171,88
BHS,1998,315398,75
BHS,1999,320272,76
BHS,2000,325014,82
BHS,2001,329626,
BHS,2002,334002,44
BHS,2003,338490,38
BHS,2004,343089,53
BHS,2005,347804,48
BHS,2006,352664,60
BHS,2007,357666,46
BHS,2008,362795,49
BHS,2009,368057,45
BHS,2010,373272,31
BHS,2011,377950,41
BHS,2012,382061,32
BHS,2013,385650,33
BHS,2014,389131,50
BHS,2015,392697,62
BHS,2016,395976,89
BHS,2017,399020,51
BHS,2018,401906,47
BHS,2019,404557,51
BHS,2020,406471,31
BHS,2021,,44
BIH,1980,4199820,4421
BIH,1981,4235970,4376
BIH,1982,4274013,4678
BIH,1983,4312521,4468
BIH,1984,4349597,4691
BIH,1985,4383306,4666
BIH,1986,4413374,4605
BIH,1987,4440300,4522
BIH,1988,4463320,4093
BIH,1989,4481230,4176
BIH,1990,4494310,4073
BIH,1991,4502386,3546
BIH,1992,4275730,600
BIH,1993,3942981,680
BIH,1994,3762330,1595
BIH,1995,3750527,2132
BIH,1996,3907751,2220
BIH,1997,4047748,2869
BIH,1998,4115059,2711
BIH,1999,4153014,2923
BIH,2000,4179350,2476
BIH,2001,4194932,2469
BIH,2002,4198410,1691
BIH,2003,4183757,1780
BIH,2004,4142860,2353
BIH,2005,4094297,2111
BIH,2006,4058086,1778
BIH,2007,4007876,2373
BIH,2008,3943392,1719
BIH,2009,3877750,1725
BIH,2010,3811088,1321
BIH,2011,3743142,1360
BIH,2012,3674374,1409
BIH,2013,3617559,1261
BIH,2014,3571068,1196
BIH,2015,3524324,1092
BIH,2016,3480986,907
BIH,2017,3440027,766
BIH,2018,3400129,666
BIH,2019,3360711,580
BIH,2020,3318407,357
BIH,2021,,362
BLR,1980,9817257,5954
BLR,1981,9877121,6198
BLR,1982,9938931,5468
BLR,1983,10004049,5509
BLR,1984,10069349,5065
BLR,1985,10133211,4873
BLR,1986,10201670,4128
BLR,1987,10270609,3911
BLR,1988,10333480,3769
BLR,1989,10387610,3708
BLR,1990,10428525,3039
BLR,1991,10457617,3745
BLR,1992,10475907,2414
BLR,1993,10480484,4134
BLR,1994,10475395,4348
BLR,1995,10461696,4854
BLR,1996,10436459,5598
BLR,1997,10400924,5985
BLR,1998,10357466,6150
BLR,1999,10308283,7339
BLR,2000,10256483,6799
BLR,2001,10201209,5505
BLR,2002,10135388,5139
BLR,2003,10065878,5963
BLR,2004,9999712,5443
BLR,2005,9935163,5308
BLR,2006,9874700,5142
BLR,2007,9825986,5351
BLR,2008,9787826,5126
BLR,2009,9757708,5250
BLR,2010,9731427,5098
BLR,2011,9706981,4697
BLR,2012,9693749,4783
BLR,2013,9691137,4470
BLR,2014,9693739,3858
BLR,2015,9700609,3765
BLR,2016,9708110,3211
BLR,2017,9707876,2781
BLR,2018,9695574,2359
BLR,2019,9673971,2207
BLR,2020,9633740,1514
BLR,2021,,1484
BLZ,1980,145133,21
BLZ,1981,148764,33
BLZ,1982,152409,44
BLZ,1983,156053,140
BLZ,1984,159721,35
BLZ,1985,163436,25
BLZ,1986,167191,23
BLZ,1987,170980,41
BLZ,1988,174817,28
BLZ,1989,178695,30
BLZ,1990,182589,57
BLZ,1991,186462,89
BLZ,1992,190299,65
BLZ,1993,194177,80
BLZ,1994,198416,59
BLZ,1995,203556,95
BLZ,1996,209840,99
BLZ,1997,217117,107
BLZ,1998,224907,123
BLZ,1999,232733,104
BLZ,2000,240406,106
BLZ,2001,248100,136
BLZ,2002,255987,135
BLZ,2003,263998,99
BLZ,2004,272128,83
BLZ,2005,280375,102
BLZ,2006,288729,85
BLZ,2007,297173,63
BLZ,2008,305671,88
BLZ,2009,314171,88
BLZ,2010,322106,145
BLZ,2011,329538,74
BLZ,2012,337059,84
BLZ,2013,344688,121
BLZ,2014,352335,72
